训练样本索引,标签ID,类别名称
7697,6,misc.forsale
7698,7,rec.autos
7699,17,talk.politics.mideast
7700,9,rec.sport.baseball
7701,11,sci.crypt
7702,15,soc.religion.christian
7703,10,rec.sport.hockey
7704,13,sci.med
7705,15,soc.religion.christian
7706,8,rec.motorcycles
7707,8,rec.motorcycles
7708,8,rec.motorcycles
7709,14,sci.space
7710,0,alt.atheism
7711,1,comp.graphics
7712,10,rec.sport.hockey
7713,1,comp.graphics
7714,12,sci.electronics
7715,9,rec.sport.baseball
7716,13,sci.med
7717,18,talk.politics.misc
7718,10,rec.sport.hockey
7719,12,sci.electronics
7720,8,rec.motorcycles
7721,13,sci.med
7722,9,rec.sport.baseball
7723,17,talk.politics.mideast
7724,5,comp.windows.x
7725,16,talk.politics.guns
7726,12,sci.electronics
7727,15,soc.religion.christian
7728,13,sci.med
7729,8,rec.motorcycles
7730,9,rec.sport.baseball
7731,0,alt.atheism
7732,8,rec.motorcycles
7733,16,talk.politics.guns
7734,5,comp.windows.x
7735,6,misc.forsale
7736,11,sci.crypt
7737,5,comp.windows.x
7738,13,sci.med
7739,18,talk.politics.misc
7740,3,comp.sys.ibm.pc.hardware
7741,8,rec.motorcycles
7742,5,comp.windows.x
7743,11,sci.crypt
7744,6,misc.forsale
7745,6,misc.forsale
7746,19,talk.religion.misc
7747,15,soc.religion.christian
7748,3,comp.sys.ibm.pc.hardware
7749,0,alt.atheism
7750,8,rec.motorcycles
7751,3,comp.sys.ibm.pc.hardware
7752,18,talk.politics.misc
7753,4,comp.sys.mac.hardware
7754,18,talk.politics.misc
7755,9,rec.sport.baseball
7756,15,soc.religion.christian
7757,18,talk.politics.misc
7758,0,alt.atheism
7759,11,sci.crypt
7760,18,talk.politics.misc
7761,14,sci.space
7762,18,talk.politics.misc
7763,12,sci.electronics
7764,16,talk.politics.guns
7765,18,talk.politics.misc
7766,13,sci.med
7767,14,sci.space
7768,9,rec.sport.baseball
7769,11,sci.crypt
7770,18,talk.politics.misc
7771,17,talk.politics.mideast
7772,5,comp.windows.x
7773,14,sci.space
7774,16,talk.politics.guns
7775,0,alt.atheism
7776,3,comp.sys.ibm.pc.hardware
7777,16,talk.politics.guns
7778,0,alt.atheism
7779,12,sci.electronics
7780,5,comp.windows.x
7781,16,talk.politics.guns
7782,15,soc.religion.christian
7783,16,talk.politics.guns
7784,3,comp.sys.ibm.pc.hardware
7785,18,talk.politics.misc
7786,19,talk.religion.misc
7787,0,alt.atheism
7788,19,talk.religion.misc
7789,11,sci.crypt
7790,19,talk.religion.misc
7791,13,sci.med
7792,13,sci.med
7793,14,sci.space
7794,15,soc.religion.christian
7795,18,talk.politics.misc
7796,3,comp.sys.ibm.pc.hardware
7797,3,comp.sys.ibm.pc.hardware
7798,12,sci.electronics
7799,5,comp.windows.x
7800,15,soc.religion.christian
7801,8,rec.motorcycles
7802,11,sci.crypt
7803,2,comp.os.ms-windows.misc
7804,19,talk.religion.misc
7805,19,talk.religion.misc
7806,14,sci.space
7807,6,misc.forsale
7808,4,comp.sys.mac.hardware
7809,6,misc.forsale
7810,16,talk.politics.guns
7811,14,sci.space
7812,4,comp.sys.mac.hardware
7813,7,rec.autos
7814,3,comp.sys.ibm.pc.hardware
7815,7,rec.autos
7816,7,rec.autos
7817,5,comp.windows.x
7818,11,sci.crypt
7819,15,soc.religion.christian
7820,5,comp.windows.x
7821,14,sci.space
7822,15,soc.religion.christian
7823,1,comp.graphics
7824,17,talk.politics.mideast
7825,3,comp.sys.ibm.pc.hardware
7826,18,talk.politics.misc
7827,4,comp.sys.mac.hardware
7828,10,rec.sport.hockey
7829,14,sci.space
7830,5,comp.windows.x
7831,10,rec.sport.hockey
7832,4,comp.sys.mac.hardware
7833,7,rec.autos
7834,15,soc.religion.christian
7835,11,sci.crypt
7836,13,sci.med
7837,17,talk.politics.mideast
7838,14,sci.space
7839,16,talk.politics.guns
7840,5,comp.windows.x
7841,17,talk.politics.mideast
7842,17,talk.politics.mideast
7843,9,rec.sport.baseball
7844,14,sci.space
7845,18,talk.politics.misc
7846,12,sci.electronics
7847,13,sci.med
7848,1,comp.graphics
7849,15,soc.religion.christian
7850,11,sci.crypt
7851,7,rec.autos
7852,8,rec.motorcycles
7853,18,talk.politics.misc
7854,5,comp.windows.x
7855,17,talk.politics.mideast
7856,8,rec.motorcycles
7857,14,sci.space
7858,14,sci.space
7859,7,rec.autos
7860,7,rec.autos
7861,6,misc.forsale
7862,10,rec.sport.hockey
7863,18,talk.politics.misc
7864,8,rec.motorcycles
7865,12,sci.electronics
7866,0,alt.atheism
7867,10,rec.sport.hockey
7868,6,misc.forsale
7869,19,talk.religion.misc
7870,12,sci.electronics
7871,3,comp.sys.ibm.pc.hardware
7872,3,comp.sys.ibm.pc.hardware
7873,4,comp.sys.mac.hardware
7874,4,comp.sys.mac.hardware
7875,19,talk.religion.misc
7876,16,talk.politics.guns
7877,14,sci.space
7878,7,rec.autos
7879,17,talk.politics.mideast
7880,4,comp.sys.mac.hardware
7881,4,comp.sys.mac.hardware
7882,10,rec.sport.hockey
7883,7,rec.autos
7884,2,comp.os.ms-windows.misc
7885,8,rec.motorcycles
7886,3,comp.sys.ibm.pc.hardware
7887,12,sci.electronics
7888,0,alt.atheism
7889,14,sci.space
7890,16,talk.politics.guns
7891,5,comp.windows.x
7892,11,sci.crypt
7893,11,sci.crypt
7894,11,sci.crypt
7895,12,sci.electronics
7896,0,alt.atheism
7897,3,comp.sys.ibm.pc.hardware
7898,19,talk.religion.misc
7899,0,alt.atheism
7900,18,talk.politics.misc
7901,8,rec.motorcycles
7902,14,sci.space
7903,8,rec.motorcycles
7904,4,comp.sys.mac.hardware
7905,1,comp.graphics
7906,3,comp.sys.ibm.pc.hardware
7907,5,comp.windows.x
7908,10,rec.sport.hockey
7909,15,soc.religion.christian
7910,3,comp.sys.ibm.pc.hardware
7911,1,comp.graphics
7912,0,alt.atheism
7913,6,misc.forsale
7914,3,comp.sys.ibm.pc.hardware
7915,2,comp.os.ms-windows.misc
7916,18,talk.politics.misc
7917,8,rec.motorcycles
7918,4,comp.sys.mac.hardware
7919,2,comp.os.ms-windows.misc
7920,5,comp.windows.x
7921,8,rec.motorcycles
7922,11,sci.crypt
7923,16,talk.politics.guns
7924,4,comp.sys.mac.hardware
7925,15,soc.religion.christian
7926,9,rec.sport.baseball
7927,7,rec.autos
7928,12,sci.electronics
7929,19,talk.religion.misc
7930,9,rec.sport.baseball
7931,5,comp.windows.x
7932,9,rec.sport.baseball
7933,13,sci.med
7934,5,comp.windows.x
7935,7,rec.autos
7936,12,sci.electronics
7937,17,talk.politics.mideast
7938,8,rec.motorcycles
7939,10,rec.sport.hockey
7940,18,talk.politics.misc
7941,6,misc.forsale
7942,13,sci.med
7943,0,alt.atheism
7944,1,comp.graphics
7945,6,misc.forsale
7946,7,rec.autos
7947,12,sci.electronics
7948,19,talk.religion.misc
7949,15,soc.religion.christian
7950,7,rec.autos
7951,11,sci.crypt
7952,13,sci.med
7953,13,sci.med
7954,7,rec.autos
7955,8,rec.motorcycles
7956,7,rec.autos
7957,19,talk.religion.misc
7958,8,rec.motorcycles
7959,12,sci.electronics
7960,19,talk.religion.misc
7961,19,talk.religion.misc
7962,18,talk.politics.misc
7963,2,comp.os.ms-windows.misc
7964,5,comp.windows.x
7965,4,comp.sys.mac.hardware
7966,6,misc.forsale
7967,17,talk.politics.mideast
7968,5,comp.windows.x
7969,18,talk.politics.misc
7970,18,talk.politics.misc
7971,14,sci.space
7972,6,misc.forsale
7973,11,sci.crypt
7974,11,sci.crypt
7975,16,talk.politics.guns
7976,0,alt.atheism
7977,6,misc.forsale
7978,13,sci.med
7979,9,rec.sport.baseball
7980,9,rec.sport.baseball
7981,9,rec.sport.baseball
7982,13,sci.med
7983,1,comp.graphics
7984,10,rec.sport.hockey
7985,14,sci.space
7986,8,rec.motorcycles
7987,6,misc.forsale
7988,9,rec.sport.baseball
7989,18,talk.politics.misc
7990,5,comp.windows.x
7991,4,comp.sys.mac.hardware
7992,18,talk.politics.misc
7993,17,talk.politics.mideast
7994,8,rec.motorcycles
7995,18,talk.politics.misc
7996,5,comp.windows.x
7997,13,sci.med
7998,1,comp.graphics
7999,9,rec.sport.baseball
8000,16,talk.politics.guns
8001,19,talk.religion.misc
8002,19,talk.religion.misc
8003,18,talk.politics.misc
8004,11,sci.crypt
8005,14,sci.space
8006,18,talk.politics.misc
8007,7,rec.autos
8008,1,comp.graphics
8009,9,rec.sport.baseball
8010,15,soc.religion.christian
8011,11,sci.crypt
8012,14,sci.space
8013,1,comp.graphics
8014,9,rec.sport.baseball
8015,17,talk.politics.mideast
8016,8,rec.motorcycles
8017,8,rec.motorcycles
8018,17,talk.politics.mideast
8019,2,comp.os.ms-windows.misc
8020,16,talk.politics.guns
8021,18,talk.politics.misc
8022,9,rec.sport.baseball
8023,19,talk.religion.misc
8024,7,rec.autos
8025,14,sci.space
8026,10,rec.sport.hockey
8027,12,sci.electronics
8028,10,rec.sport.hockey
8029,9,rec.sport.baseball
8030,13,sci.med
8031,17,talk.politics.mideast
8032,2,comp.os.ms-windows.misc
8033,17,talk.politics.mideast
8034,8,rec.motorcycles
8035,7,rec.autos
8036,6,misc.forsale
8037,6,misc.forsale
8038,18,talk.politics.misc
8039,13,sci.med
8040,1,comp.graphics
8041,8,rec.motorcycles
8042,16,talk.politics.guns
8043,18,talk.politics.misc
8044,7,rec.autos
8045,1,comp.graphics
8046,1,comp.graphics
8047,13,sci.med
8048,0,alt.atheism
8049,14,sci.space
8050,19,talk.religion.misc
8051,3,comp.sys.ibm.pc.hardware
8052,8,rec.motorcycles
8053,8,rec.motorcycles
8054,14,sci.space
8055,17,talk.politics.mideast
8056,3,comp.sys.ibm.pc.hardware
8057,16,talk.politics.guns
8058,10,rec.sport.hockey
8059,14,sci.space
8060,7,rec.autos
8061,12,sci.electronics
8062,17,talk.politics.mideast
8063,8,rec.motorcycles
8064,12,sci.electronics
8065,2,comp.os.ms-windows.misc
8066,1,comp.graphics
8067,15,soc.religion.christian
8068,5,comp.windows.x
8069,10,rec.sport.hockey
8070,10,rec.sport.hockey
8071,7,rec.autos
8072,16,talk.politics.guns
8073,3,comp.sys.ibm.pc.hardware
8074,0,alt.atheism
8075,6,misc.forsale
8076,5,comp.windows.x
8077,13,sci.med
8078,5,comp.windows.x
8079,10,rec.sport.hockey
8080,8,rec.motorcycles
8081,2,comp.os.ms-windows.misc
8082,7,rec.autos
8083,8,rec.motorcycles
8084,0,alt.atheism
8085,10,rec.sport.hockey
8086,16,talk.politics.guns
8087,17,talk.politics.mideast
8088,7,rec.autos
8089,13,sci.med
8090,10,rec.sport.hockey
8091,6,misc.forsale
8092,14,sci.space
8093,19,talk.religion.misc
8094,0,alt.atheism
8095,19,talk.religion.misc
8096,7,rec.autos
8097,4,comp.sys.mac.hardware
8098,6,misc.forsale
8099,2,comp.os.ms-windows.misc
8100,7,rec.autos
8101,7,rec.autos
8102,8,rec.motorcycles
8103,19,talk.religion.misc
8104,5,comp.windows.x
8105,4,comp.sys.mac.hardware
8106,11,sci.crypt
8107,10,rec.sport.hockey
8108,4,comp.sys.mac.hardware
8109,5,comp.windows.x
8110,16,talk.politics.guns
8111,17,talk.politics.mideast
8112,10,rec.sport.hockey
8113,3,comp.sys.ibm.pc.hardware
8114,6,misc.forsale
8115,16,talk.politics.guns
8116,11,sci.crypt
8117,5,comp.windows.x
8118,11,sci.crypt
8119,7,rec.autos
8120,10,rec.sport.hockey
8121,3,comp.sys.ibm.pc.hardware
8122,13,sci.med
8123,10,rec.sport.hockey
8124,4,comp.sys.mac.hardware
8125,14,sci.space
8126,12,sci.electronics
8127,19,talk.religion.misc
8128,1,comp.graphics
8129,5,comp.windows.x
8130,3,comp.sys.ibm.pc.hardware
8131,7,rec.autos
8132,4,comp.sys.mac.hardware
8133,5,comp.windows.x
8134,9,rec.sport.baseball
8135,3,comp.sys.ibm.pc.hardware
8136,9,rec.sport.baseball
8137,13,sci.med
8138,16,talk.politics.guns
8139,19,talk.religion.misc
8140,9,rec.sport.baseball
8141,19,talk.religion.misc
8142,16,talk.politics.guns
8143,4,comp.sys.mac.hardware
8144,11,sci.crypt
8145,1,comp.graphics
8146,2,comp.os.ms-windows.misc
8147,5,comp.windows.x
8148,9,rec.sport.baseball
8149,15,soc.religion.christian
8150,19,talk.religion.misc
8151,17,talk.politics.mideast
8152,7,rec.autos
8153,17,talk.politics.mideast
8154,10,rec.sport.hockey
8155,16,talk.politics.guns
8156,7,rec.autos
8157,3,comp.sys.ibm.pc.hardware
8158,15,soc.religion.christian
8159,4,comp.sys.mac.hardware
8160,1,comp.graphics
8161,11,sci.crypt
8162,7,rec.autos
8163,15,soc.religion.christian
8164,14,sci.space
8165,14,sci.space
8166,4,comp.sys.mac.hardware
8167,7,rec.autos
8168,8,rec.motorcycles
8169,15,soc.religion.christian
8170,7,rec.autos
8171,19,talk.religion.misc
8172,16,talk.politics.guns
8173,19,talk.religion.misc
8174,11,sci.crypt
8175,3,comp.sys.ibm.pc.hardware
8176,6,misc.forsale
8177,10,rec.sport.hockey
8178,4,comp.sys.mac.hardware
8179,5,comp.windows.x
8180,4,comp.sys.mac.hardware
8181,4,comp.sys.mac.hardware
8182,9,rec.sport.baseball
8183,8,rec.motorcycles
8184,1,comp.graphics
8185,19,talk.religion.misc
8186,0,alt.atheism
8187,17,talk.politics.mideast
8188,8,rec.motorcycles
8189,8,rec.motorcycles
8190,17,talk.politics.mideast
8191,4,comp.sys.mac.hardware
8192,6,misc.forsale
8193,19,talk.religion.misc
8194,7,rec.autos
8195,2,comp.os.ms-windows.misc
8196,7,rec.autos
8197,15,soc.religion.christian
8198,4,comp.sys.mac.hardware
8199,6,misc.forsale
8200,14,sci.space
8201,14,sci.space
8202,3,comp.sys.ibm.pc.hardware
8203,6,misc.forsale
8204,12,sci.electronics
8205,4,comp.sys.mac.hardware
8206,9,rec.sport.baseball
8207,14,sci.space
8208,16,talk.politics.guns
8209,17,talk.politics.mideast
8210,3,comp.sys.ibm.pc.hardware
8211,3,comp.sys.ibm.pc.hardware
8212,5,comp.windows.x
8213,19,talk.religion.misc
8214,19,talk.religion.misc
8215,10,rec.sport.hockey
8216,19,talk.religion.misc
8217,16,talk.politics.guns
8218,8,rec.motorcycles
8219,12,sci.electronics
8220,7,rec.autos
8221,0,alt.atheism
8222,12,sci.electronics
8223,17,talk.politics.mideast
8224,11,sci.crypt
8225,10,rec.sport.hockey
8226,10,rec.sport.hockey
8227,11,sci.crypt
8228,17,talk.politics.mideast
8229,8,rec.motorcycles
8230,4,comp.sys.mac.hardware
8231,8,rec.motorcycles
8232,6,misc.forsale
8233,19,talk.religion.misc
8234,7,rec.autos
8235,18,talk.politics.misc
8236,7,rec.autos
8237,9,rec.sport.baseball
8238,2,comp.os.ms-windows.misc
8239,18,talk.politics.misc
8240,8,rec.motorcycles
8241,3,comp.sys.ibm.pc.hardware
8242,17,talk.politics.mideast
8243,14,sci.space
8244,10,rec.sport.hockey
8245,11,sci.crypt
8246,15,soc.religion.christian
8247,0,alt.atheism
8248,12,sci.electronics
8249,15,soc.religion.christian
8250,0,alt.atheism
8251,6,misc.forsale
8252,15,soc.religion.christian
8253,2,comp.os.ms-windows.misc
8254,8,rec.motorcycles
8255,19,talk.religion.misc
8256,3,comp.sys.ibm.pc.hardware
8257,17,talk.politics.mideast
8258,5,comp.windows.x
8259,12,sci.electronics
8260,0,alt.atheism
8261,19,talk.religion.misc
8262,14,sci.space
8263,12,sci.electronics
8264,16,talk.politics.guns
8265,5,comp.windows.x
8266,5,comp.windows.x
8267,18,talk.politics.misc
8268,9,rec.sport.baseball
8269,16,talk.politics.guns
8270,15,soc.religion.christian
8271,17,talk.politics.mideast
8272,11,sci.crypt
8273,11,sci.crypt
8274,13,sci.med
8275,3,comp.sys.ibm.pc.hardware
8276,11,sci.crypt
8277,4,comp.sys.mac.hardware
8278,1,comp.graphics
8279,2,comp.os.ms-windows.misc
8280,17,talk.politics.mideast
8281,16,talk.politics.guns
8282,15,soc.religion.christian
8283,1,comp.graphics
8284,16,talk.politics.guns
8285,14,sci.space
8286,8,rec.motorcycles
8287,15,soc.religion.christian
8288,19,talk.religion.misc
8289,8,rec.motorcycles
8290,8,rec.motorcycles
8291,9,rec.sport.baseball
8292,13,sci.med
8293,9,rec.sport.baseball
8294,4,comp.sys.mac.hardware
8295,18,talk.politics.misc
8296,10,rec.sport.hockey
8297,15,soc.religion.christian
8298,18,talk.politics.misc
8299,8,rec.motorcycles
8300,11,sci.crypt
8301,19,talk.religion.misc
8302,8,rec.motorcycles
8303,4,comp.sys.mac.hardware
8304,3,comp.sys.ibm.pc.hardware
8305,6,misc.forsale
8306,3,comp.sys.ibm.pc.hardware
8307,16,talk.politics.guns
8308,4,comp.sys.mac.hardware
8309,19,talk.religion.misc
8310,12,sci.electronics
8311,15,soc.religion.christian
8312,16,talk.politics.guns
8313,10,rec.sport.hockey
8314,2,comp.os.ms-windows.misc
8315,12,sci.electronics
8316,13,sci.med
8317,14,sci.space
8318,9,rec.sport.baseball
8319,14,sci.space
8320,8,rec.motorcycles
8321,7,rec.autos
8322,16,talk.politics.guns
8323,14,sci.space
8324,8,rec.motorcycles
8325,10,rec.sport.hockey
8326,5,comp.windows.x
8327,6,misc.forsale
8328,12,sci.electronics
8329,18,talk.politics.misc
8330,5,comp.windows.x
8331,19,talk.religion.misc
8332,4,comp.sys.mac.hardware
8333,1,comp.graphics
8334,4,comp.sys.mac.hardware
8335,14,sci.space
8336,6,misc.forsale
8337,19,talk.religion.misc
8338,0,alt.atheism
8339,10,rec.sport.hockey
8340,5,comp.windows.x
8341,2,comp.os.ms-windows.misc
8342,16,talk.politics.guns
8343,17,talk.politics.mideast
8344,18,talk.politics.misc
8345,13,sci.med
8346,0,alt.atheism
8347,14,sci.space
8348,19,talk.religion.misc
8349,9,rec.sport.baseball
8350,9,rec.sport.baseball
8351,19,talk.religion.misc
8352,15,soc.religion.christian
8353,11,sci.crypt
8354,17,talk.politics.mideast
8355,11,sci.crypt
8356,9,rec.sport.baseball
8357,17,talk.politics.mideast
8358,18,talk.politics.misc
8359,1,comp.graphics
8360,4,comp.sys.mac.hardware
8361,15,soc.religion.christian
8362,9,rec.sport.baseball
8363,4,comp.sys.mac.hardware
8364,15,soc.religion.christian
8365,3,comp.sys.ibm.pc.hardware
8366,12,sci.electronics
8367,7,rec.autos
8368,9,rec.sport.baseball
8369,13,sci.med
8370,1,comp.graphics
8371,19,talk.religion.misc
8372,0,alt.atheism
8373,14,sci.space
8374,10,rec.sport.hockey
8375,7,rec.autos
8376,1,comp.graphics
8377,4,comp.sys.mac.hardware
8378,5,comp.windows.x
8379,7,rec.autos
8380,8,rec.motorcycles
8381,1,comp.graphics
8382,10,rec.sport.hockey
8383,18,talk.politics.misc
8384,17,talk.politics.mideast
8385,18,talk.politics.misc
8386,18,talk.politics.misc
8387,11,sci.crypt
8388,8,rec.motorcycles
8389,18,talk.politics.misc
8390,3,comp.sys.ibm.pc.hardware
8391,4,comp.sys.mac.hardware
8392,9,rec.sport.baseball
8393,0,alt.atheism
8394,13,sci.med
8395,7,rec.autos
8396,1,comp.graphics
8397,15,soc.religion.christian
8398,4,comp.sys.mac.hardware
8399,1,comp.graphics
8400,12,sci.electronics
8401,16,talk.politics.guns
8402,5,comp.windows.x
8403,10,rec.sport.hockey
8404,12,sci.electronics
8405,7,rec.autos
8406,15,soc.religion.christian
8407,3,comp.sys.ibm.pc.hardware
8408,17,talk.politics.mideast
8409,3,comp.sys.ibm.pc.hardware
8410,6,misc.forsale
8411,3,comp.sys.ibm.pc.hardware
8412,9,rec.sport.baseball
8413,16,talk.politics.guns
8414,16,talk.politics.guns
8415,16,talk.politics.guns
8416,11,sci.crypt
8417,0,alt.atheism
8418,2,comp.os.ms-windows.misc
8419,9,rec.sport.baseball
8420,9,rec.sport.baseball
8421,3,comp.sys.ibm.pc.hardware
8422,8,rec.motorcycles
8423,13,sci.med
8424,3,comp.sys.ibm.pc.hardware
8425,14,sci.space
8426,17,talk.politics.mideast
8427,10,rec.sport.hockey
8428,0,alt.atheism
8429,3,comp.sys.ibm.pc.hardware
8430,2,comp.os.ms-windows.misc
8431,7,rec.autos
8432,2,comp.os.ms-windows.misc
8433,1,comp.graphics
8434,18,talk.politics.misc
8435,5,comp.windows.x
8436,14,sci.space
8437,13,sci.med
8438,13,sci.med
8439,8,rec.motorcycles
8440,11,sci.crypt
8441,3,comp.sys.ibm.pc.hardware
8442,18,talk.politics.misc
8443,5,comp.windows.x
8444,0,alt.atheism
8445,11,sci.crypt
8446,3,comp.sys.ibm.pc.hardware
8447,2,comp.os.ms-windows.misc
8448,10,rec.sport.hockey
8449,0,alt.atheism
8450,14,sci.space
8451,1,comp.graphics
8452,7,rec.autos
8453,17,talk.politics.mideast
8454,0,alt.atheism
8455,2,comp.os.ms-windows.misc
8456,6,misc.forsale
8457,12,sci.electronics
8458,14,sci.space
8459,6,misc.forsale
8460,5,comp.windows.x
8461,9,rec.sport.baseball
8462,1,comp.graphics
8463,9,rec.sport.baseball
8464,11,sci.crypt
8465,17,talk.politics.mideast
8466,12,sci.electronics
8467,12,sci.electronics
8468,18,talk.politics.misc
8469,10,rec.sport.hockey
8470,12,sci.electronics
8471,18,talk.politics.misc
8472,5,comp.windows.x
8473,18,talk.politics.misc
8474,13,sci.med
8475,13,sci.med
8476,9,rec.sport.baseball
8477,18,talk.politics.misc
8478,15,soc.religion.christian
8479,13,sci.med
8480,18,talk.politics.misc
8481,17,talk.politics.mideast
8482,19,talk.religion.misc
8483,12,sci.electronics
8484,12,sci.electronics
8485,18,talk.politics.misc
8486,8,rec.motorcycles
8487,11,sci.crypt
8488,16,talk.politics.guns
8489,16,talk.politics.guns
8490,7,rec.autos
8491,3,comp.sys.ibm.pc.hardware
8492,8,rec.motorcycles
8493,16,talk.politics.guns
8494,17,talk.politics.mideast
8495,1,comp.graphics
8496,9,rec.sport.baseball
8497,8,rec.motorcycles
8498,17,talk.politics.mideast
8499,7,rec.autos
8500,19,talk.religion.misc
8501,5,comp.windows.x
8502,18,talk.politics.misc
8503,16,talk.politics.guns
8504,5,comp.windows.x
8505,6,misc.forsale
8506,15,soc.religion.christian
8507,8,rec.motorcycles
8508,14,sci.space
8509,7,rec.autos
8510,2,comp.os.ms-windows.misc
8511,19,talk.religion.misc
8512,14,sci.space
8513,16,talk.politics.guns
8514,1,comp.graphics
8515,9,rec.sport.baseball
8516,7,rec.autos
8517,5,comp.windows.x
8518,14,sci.space
8519,9,rec.sport.baseball
8520,7,rec.autos
8521,1,comp.graphics
8522,7,rec.autos
8523,9,rec.sport.baseball
8524,6,misc.forsale
8525,13,sci.med
8526,19,talk.religion.misc
8527,19,talk.religion.misc
8528,9,rec.sport.baseball
8529,8,rec.motorcycles
8530,13,sci.med
8531,15,soc.religion.christian
8532,1,comp.graphics
8533,9,rec.sport.baseball
8534,0,alt.atheism
8535,19,talk.religion.misc
8536,13,sci.med
8537,8,rec.motorcycles
8538,9,rec.sport.baseball
8539,14,sci.space
8540,15,soc.religion.christian
8541,3,comp.sys.ibm.pc.hardware
8542,3,comp.sys.ibm.pc.hardware
8543,16,talk.politics.guns
8544,10,rec.sport.hockey
8545,13,sci.med
8546,14,sci.space
8547,17,talk.politics.mideast
8548,3,comp.sys.ibm.pc.hardware
8549,3,comp.sys.ibm.pc.hardware
8550,2,comp.os.ms-windows.misc
8551,16,talk.politics.guns
8552,7,rec.autos
8553,16,talk.politics.guns
8554,13,sci.med
8555,19,talk.religion.misc
8556,1,comp.graphics
8557,6,misc.forsale
8558,18,talk.politics.misc
8559,1,comp.graphics
8560,9,rec.sport.baseball
8561,5,comp.windows.x
8562,6,misc.forsale
8563,8,rec.motorcycles
8564,16,talk.politics.guns
8565,15,soc.religion.christian
8566,10,rec.sport.hockey
8567,7,rec.autos
8568,7,rec.autos
8569,3,comp.sys.ibm.pc.hardware
8570,5,comp.windows.x
8571,13,sci.med
8572,13,sci.med
8573,19,talk.religion.misc
8574,11,sci.crypt
8575,0,alt.atheism
8576,4,comp.sys.mac.hardware
8577,11,sci.crypt
8578,5,comp.windows.x
8579,17,talk.politics.mideast
8580,17,talk.politics.mideast
8581,4,comp.sys.mac.hardware
8582,5,comp.windows.x
8583,2,comp.os.ms-windows.misc
8584,0,alt.atheism
8585,6,misc.forsale
8586,17,talk.politics.mideast
8587,5,comp.windows.x
8588,4,comp.sys.mac.hardware
8589,11,sci.crypt
8590,10,rec.sport.hockey
8591,13,sci.med
8592,9,rec.sport.baseball
8593,10,rec.sport.hockey
8594,10,rec.sport.hockey
8595,18,talk.politics.misc
8596,5,comp.windows.x
8597,10,rec.sport.hockey
8598,18,talk.politics.misc
8599,17,talk.politics.mideast
8600,3,comp.sys.ibm.pc.hardware
8601,3,comp.sys.ibm.pc.hardware
8602,9,rec.sport.baseball
8603,15,soc.religion.christian
8604,13,sci.med
8605,14,sci.space
8606,10,rec.sport.hockey
8607,0,alt.atheism
8608,4,comp.sys.mac.hardware
8609,4,comp.sys.mac.hardware
8610,19,talk.religion.misc
8611,10,rec.sport.hockey
8612,11,sci.crypt
8613,12,sci.electronics
8614,7,rec.autos
8615,4,comp.sys.mac.hardware
8616,17,talk.politics.mideast
8617,15,soc.religion.christian
8618,4,comp.sys.mac.hardware
8619,13,sci.med
8620,13,sci.med
8621,2,comp.os.ms-windows.misc
8622,0,alt.atheism
8623,18,talk.politics.misc
8624,11,sci.crypt
8625,3,comp.sys.ibm.pc.hardware
8626,7,rec.autos
8627,5,comp.windows.x
8628,6,misc.forsale
8629,19,talk.religion.misc
8630,10,rec.sport.hockey
8631,7,rec.autos
8632,16,talk.politics.guns
8633,13,sci.med
8634,13,sci.med
8635,9,rec.sport.baseball
8636,8,rec.motorcycles
8637,5,comp.windows.x
8638,0,alt.atheism
8639,1,comp.graphics
8640,4,comp.sys.mac.hardware
8641,11,sci.crypt
8642,3,comp.sys.ibm.pc.hardware
8643,13,sci.med
8644,4,comp.sys.mac.hardware
8645,4,comp.sys.mac.hardware
8646,8,rec.motorcycles
8647,7,rec.autos
8648,16,talk.politics.guns
8649,15,soc.religion.christian
8650,14,sci.space
8651,13,sci.med
8652,4,comp.sys.mac.hardware
8653,2,comp.os.ms-windows.misc
8654,10,rec.sport.hockey
8655,13,sci.med
8656,12,sci.electronics
8657,7,rec.autos
8658,13,sci.med
8659,10,rec.sport.hockey
8660,15,soc.religion.christian
8661,11,sci.crypt
8662,16,talk.politics.guns
8663,14,sci.space
8664,11,sci.crypt
8665,10,rec.sport.hockey
8666,1,comp.graphics
8667,16,talk.politics.guns
8668,9,rec.sport.baseball
8669,0,alt.atheism
8670,0,alt.atheism
8671,10,rec.sport.hockey
8672,15,soc.religion.christian
8673,2,comp.os.ms-windows.misc
8674,15,soc.religion.christian
8675,19,talk.religion.misc
8676,19,talk.religion.misc
8677,0,alt.atheism
8678,8,rec.motorcycles
8679,7,rec.autos
8680,11,sci.crypt
8681,11,sci.crypt
8682,12,sci.electronics
8683,8,rec.motorcycles
8684,10,rec.sport.hockey
8685,5,comp.windows.x
8686,3,comp.sys.ibm.pc.hardware
8687,15,soc.religion.christian
8688,19,talk.religion.misc
8689,8,rec.motorcycles
8690,9,rec.sport.baseball
8691,1,comp.graphics
8692,11,sci.crypt
8693,10,rec.sport.hockey
8694,3,comp.sys.ibm.pc.hardware
8695,7,rec.autos
8696,0,alt.atheism
8697,18,talk.politics.misc
8698,5,comp.windows.x
8699,16,talk.politics.guns
8700,10,rec.sport.hockey
8701,16,talk.politics.guns
8702,0,alt.atheism
8703,10,rec.sport.hockey
8704,14,sci.space
8705,4,comp.sys.mac.hardware
